,tconst,title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,studio,year,id,release_date,production_budget,domestic_gross,worldwide_gross
2008,,Angel Eyes,,,,,,,,,72,"May 18, 2001","$38,000,000",24044532,29544532
2009,,Joe Somebody,,,,,,,,,73,"Dec 21, 2001","$38,000,000",22770864,24515990
2010,,The Ninth Gate,,,,,,,,,74,"Mar 10, 2000","$38,000,000",18653746,58394308
2011,tt3829920,Only the Brave,Only the Brave,2017.0,134.0,"Action,Biography,Drama",7.7,45482.0,,,75,"Oct 20, 2017","$38,000,000",18340051,24555177
2012,,Extreme Measures,,,,,,,,,76,"Sep 27, 1996","$38,000,000",17378193,17378193
2013,tt0905372,The Thing,The Thing,2011.0,103.0,"Horror,Mystery,Sci-Fi",6.2,111900.0,,,77,"Oct 14, 2011","$38,000,000",16999934,27573078
2015,tt5024572,Rock Star,Rock Star,2015.0,,"Action,Drama,Romance",,,,,78,"Sep 7, 2001","$38,000,000",16991902,19317765
2016,,White Squall,,,,,,,,,79,"Feb 2, 1996","$38,000,000",10229300,10229300
2017,,City of Ember,,,,,,,,,80,"Oct 10, 2008","$38,000,000",7873007,17831558
2018,,Switchback,,,,,,,,,81,"Oct 31, 1997","$38,000,000",6504442,6504442
2019,tt4971344,The Sisters Brothers,Les frères Sisters,2018.0,122.0,"Adventure,Comedy,Crime",7.0,32135.0,Annapurna,2018.0,82,"Sep 21, 2018","$38,000,000",3143056,13143056
2020,,Texas Rangers,,,,,,,,,83,"Nov 30, 2001","$38,000,000",623374,623374
2021,,Virgin Territory,,,,,,,,,84,"Aug 26, 2008","$38,000,000",0,5473041
2022,tt1987680,The Upside,The Upside,2017.0,126.0,"Comedy,Drama",6.7,24169.0,,,85,"Jan 11, 2019","$37,500,000",108235497,119024536
2023,tt1586265,What to Expect When You're Expecting,What to Expect When You're Expecting,2012.0,110.0,"Comedy,Drama,Romance",5.7,65890.0,LGF,2012.0,86,"May 18, 2012","$37,500,000",41152203,88473016
2024,tt1560747,The Master,The Master,2012.0,138.0,Drama,7.1,131365.0,Wein.,2012.0,87,"Sep 14, 2012","$37,500,000",16247159,50647416
2028,tt6413518,The Express,The Express,2017.0,90.0,"Horror,Thriller",,,,,88,"Oct 10, 2008","$37,500,000",9793406,9813309
2029,tt8125482,Twilight,Twilight,2018.0,7.0,Documentary,,,,,89,"Nov 21, 2008","$37,000,000",192769854,402280159
2031,tt1723121,We're the Millers,We're the Millers,2013.0,110.0,"Comedy,Crime",7.0,371759.0,Warner Bros,2013.0,90,"Aug 7, 2013","$37,000,000",150394119,267816276
2032,tt1632705,Creed,Creed,2010.0,77.0,Horror,6.6,12.0,Warner Bros,2015.0,91,"Nov 25, 2015","$37,000,000",109767581,173567581
2035,tt0840361,The Town,The Town,2010.0,125.0,"Crime,Drama,Thriller",7.6,322524.0,Warner Bros,2010.0,92,"Sep 17, 2010","$37,000,000",92186262,152566881
2037,tt1564349,Dolphin Tale,Dolphin Tale,2011.0,113.0,"Drama,Family",6.9,20746.0,Warner Bros,2011.0,93,"Sep 23, 2011","$37,000,000",72286779,96068724
2038,tt2355597,Game Night,Game Night,2012.0,,Comedy,,,Warner Bros,2018.0,94,"Feb 23, 2018","$37,000,000",69179066,117378084
2040,,Burn After Reading,,,,,,,,,95,"Sep 12, 2008","$37,000,000",60355347,168167798
2041,,13 Going On 30,,,,,,,,,96,"Apr 23, 2004","$37,000,000",57139723,97658712
2042,,Nim's Island,,,,,,,,,97,"Apr 4, 2008","$37,000,000",48006762,101857425
2043,,How to be Single,,,,,,,,,98,"Feb 12, 2016","$37,000,000",46843513,100003780
2044,tt1385867,Cop Out,Cop Out,2010.0,107.0,"Action,Comedy,Crime",5.6,81656.0,Warner Bros,2010.0,99,"Feb 26, 2010","$37,000,000",44875481,55909910
2045,tt1161864,The Rite,The Rite,2011.0,114.0,"Drama,Horror,Mystery",6.0,85604.0,Warner Bros,2011.0,100,"Jan 28, 2011","$37,000,000",33047633,97143987
2046,,Space Chimps,,,,,,,,,1,"Jul 18, 2008","$37,000,000",30105968,67029956
2047,tt7666988,Magnolia,Magnolia,2016.0,85.0,"Drama,Family,Romance",,,,,2,"Dec 17, 1999","$37,000,000",22450975,48446802
2049,tt1243974,Aloha,Aloha,2015.0,105.0,"Comedy,Drama,Romance",5.4,54646.0,Sony,2015.0,3,"May 29, 2015","$37,000,000",21052030,25387091
2050,,Obitaemyy ostrov,,,,,,,,,4,"Dec 31, 2009","$36,500,000",0,15000000
2051,tt1776364,A Star is Born,Zvezda je rodena,2010.0,75.0,"Documentary,Music",5.1,15.0,,,5,"Oct 5, 2018","$36,000,000",215288866,433449571
2052,,Gnomeo and Juliet,,,,,,,Disney,2011.0,6,"Feb 11, 2011","$36,000,000",99967670,193737977
2053,,John Q,,,,,,,,,7,"Feb 15, 2002","$36,000,000",71026631,102226631
2054,,Blue Streak,,,,,,,,,8,"Sep 17, 1999","$36,000,000",68208190,117448157
2055,,Never Say Never Again,,,,,,,,,9,"Oct 7, 1983","$36,000,000",55500000,160000000
2056,tt1231587,Hot Tub Time Machine,Hot Tub Time Machine,2010.0,101.0,"Comedy,Sci-Fi",6.4,153962.0,MGM,2010.0,10,"Mar 26, 2010","$36,000,000",50269859,65967750
2057,tt3381610,Breakdown,Breakdown,2016.0,110.0,"Drama,Thriller",5.3,689.0,,,11,"May 2, 1997","$36,000,000",50159144,50159144
2059,tt2978462,Dolphin Tale 2,Dolphin Tale 2,2014.0,107.0,"Drama,Family",6.4,7579.0,Warner Bros,2014.0,12,"Sep 12, 2014","$36,000,000",42024533,57824533
2060,tt4682786,Collateral Beauty,Collateral Beauty,2016.0,97.0,"Drama,Romance",6.8,78764.0,Warner Bros,2016.0,13,"Dec 16, 2016","$36,000,000",31016021,85309093
2061,,A Man Apart,,,,,,,,,14,"Apr 4, 2003","$36,000,000",26500000,43797731
2062,,Reindeer Games,,,,,,,,,15,"Feb 25, 2000","$36,000,000",23360779,23360779
2063,,Snow Falling on Cedars,,,,,,,,,16,"Dec 24, 1999","$36,000,000",14378353,14378353
2064,,Ghosts of Mississippi,,,,,,,,,17,"Dec 20, 1996","$36,000,000",13052741,13052741
2065,,Gattaca,,,,,,,,,18,"Oct 24, 1997","$36,000,000",12532777,12532777
2066,,Isn't She Great,,,,,,,,,19,"Jan 28, 2000","$36,000,000",2954405,2954405
2067,,Yip Man 3,,,,,,,,,20,"Jan 22, 2016","$36,000,000",2679437,157300954
2068,tt1316616,There Be Dragons,There Be Dragons,2011.0,122.0,"Biography,Drama,War",5.8,4326.0,Gold.,2011.0,21,"May 6, 2011","$36,000,000",1069334,4020990
2069,tt1837636,Queen of the Desert,Queen of the Desert,2015.0,128.0,"Adventure,Biography,Drama",5.7,8529.0,,,22,"Apr 14, 2017","$36,000,000",0,1578543
2070,tt5358844,Head of State,Arajin Demq,2016.0,,Comedy,7.9,67.0,,,23,"Mar 28, 2003","$35,200,000",37788228,38283765
2071,tt1396484,It,It,2017.0,135.0,"Horror,Thriller",7.4,359123.0,Warner Bros,2017.0,24,"Sep 8, 2017","$35,000,000",327481748,697457969
2072,,The Hangover,,,,,,,,,25,"Jun 5, 2009","$35,000,000",277322503,465764086
2073,,The Blind Side,,,,,,,,,26,"Nov 20, 2009","$35,000,000",255959475,305705794
2074,,Batman,,,,,,,,,27,"Jun 23, 1989","$35,000,000",251188924,411348924
2075,,Austin Powers: The Spy Who Shagged Me,,,,,,,,,28,"Jun 10, 1999","$35,000,000",206040085,312383487
2076,tt1403865,True Grit,True Grit,2010.0,110.0,"Adventure,Drama,Western",7.6,284034.0,Paramount,2010.0,29,"Dec 22, 2010","$35,000,000",171243005,252276928
2077,,Lethal Weapon 3,,,,,,,,,30,"May 15, 1992","$35,000,000",144731527,319700000
2078,tt7620218,Rush Hour,Rush Hour,2018.0,80.0,Documentary,6.6,71.0,,,31,"Sep 18, 1998","$35,000,000",141186864,245300000
2079,tt2024432,Identity Thief,Identity Thief,2013.0,111.0,"Adventure,Comedy,Crime",5.7,115624.0,Universal,2013.0,32,"Feb 8, 2013","$35,000,000",134506920,175361578
2080,,The Devil Wears Prada,,,,,,,,,33,"Jun 30, 2006","$35,000,000",124740460,326073155
2081,tt1499658,Horrible Bosses,Horrible Bosses,2011.0,98.0,"Comedy,Crime",6.9,398695.0,Warner Bros,2011.0,34,"Jul 8, 2011","$35,000,000",117538559,212417601
2082,,Spy Kids,,,,,,,,,35,"Mar 30, 2001","$35,000,000",112692062,197692062
2083,tt3152624,Trainwreck,Trainwreck,2015.0,125.0,"Comedy,Drama,Romance",6.2,121860.0,Universal,2015.0,36,"Jul 17, 2015","$35,000,000",110212700,141123897
2084,tt2140373,Saving Mr. Banks,Saving Mr. Banks,2013.0,125.0,"Biography,Comedy,Drama",7.5,140678.0,Disney,2013.0,37,"Dec 13, 2013","$35,000,000",83299761,114962525
2085,,Star Trek: The Motion Picture,,,,,,,,,38,"Dec 7, 1979","$35,000,000",82258456,139000000
2086,tt5097012,21,21,2016.0,98.0,Horror,7.2,23.0,,,39,"Mar 28, 2008","$35,000,000",81159365,159846429
2087,,What Happens in Vegas...,,,,,,,,,40,"May 9, 2008","$35,000,000",80277646,218535708
2088,,Cape Fear,,,,,,,,,41,"Nov 15, 1991","$35,000,000",79091969,182291969
2089,,The English Patient,,,,,,,,,42,"Nov 15, 1996","$35,000,000",78716374,231710008
2090,,Hotel for Dogs,,,,,,,,,43,"Jan 16, 2009","$35,000,000",73178547,122357172
2091,,Guess Who,,,,,,,,,44,"Mar 25, 2005","$35,000,000",68915888,102115888
2092,,This is 40,,,,,,,,,45,"Dec 21, 2012","$35,000,000",67544505,90221182
2093,,L.A. Confidential,,,,,,,,,46,"Sep 19, 1997","$35,000,000",64604977,126204977
2094,tt2466604,Sky High,Sky High,2012.0,70.0,"Adventure,Documentary,Drama",7.4,10.0,,,47,"Jul 29, 2005","$35,000,000",63939454,83109359
2095,,In & Out,,,,,,,,,48,"Sep 19, 1997","$35,000,000",63826569,83226569
2096,tt1179056,A Nightmare on Elm Street,A Nightmare on Elm Street,2010.0,95.0,"Crime,Drama,Horror",5.2,85497.0,,,49,"Apr 30, 2010","$35,000,000",63075011,117729621
2098,,The Cell,,,,,,,,,50,"Aug 18, 2000","$35,000,000",61280963,85911226
2099,,Species,,,,,,,,,51,"Jul 7, 1995","$35,000,000",60054449,113354449
2100,,The Benchwarmers,,,,,,,,,52,"Apr 7, 2006","$35,000,000",59843754,65063726
2101,tt1028576,Secretariat,Secretariat,2010.0,123.0,"Biography,Drama,Family",7.2,24536.0,Disney,2010.0,53,"Oct 8, 2010","$35,000,000",59699513,60376247
2102,,The Man in the Iron Mask,,,,,,,,,54,"Mar 13, 1998","$35,000,000",56968169,56968169
2103,tt1632708,Friends with Benefits,Friends with Benefits,2011.0,109.0,"Comedy,Romance",6.6,317338.0,SGem,2011.0,55,"Jul 22, 2011","$35,000,000",55802754,146595891
2104,tt4438848,Neighbors 2: Sorority Rising,Neighbors 2: Sorority Rising,2016.0,92.0,Comedy,5.7,102793.0,Universal,2016.0,56,"May 20, 2016","$35,000,000",55340730,108757621
2105,,TMNT,,,,,,,,,57,"Mar 23, 2007","$35,000,000",54149098,96096018
2106,tt2780192,Radio,Radio,2013.0,,Thriller,3.8,9.0,,,58,"Oct 24, 2003","$35,000,000",52333738,53293628
2107,tt5052474,Sicario: Day of the Soldado,Sicario: Day of the Soldado,2018.0,122.0,"Action,Crime,Drama",7.1,95650.0,Sony,2018.0,59,"Jun 29, 2018","$35,000,000",50065850,75885196
2108,,Old Dogs,,,,,,,,,60,"Nov 25, 2009","$35,000,000",49492060,95104304
2109,,Malcolm X,,,,,,,,,61,"Nov 18, 1992","$35,000,000",48169910,48169910
2110,tt1029360,Poltergeist,Poltergeist,2015.0,93.0,"Horror,Thriller",4.9,51538.0,,,62,"May 22, 2015","$35,000,000",47425125,95713069
2112,tt5664636,Goosebumps 2: Haunted Halloween,Goosebumps 2: Haunted Halloween,2018.0,90.0,"Adventure,Comedy,Family",5.6,11459.0,Sony,2018.0,63,"Oct 12, 2018","$35,000,000",46697321,93291478
2113,tt1413492,12 Strong,12 Strong,2018.0,130.0,"Action,Drama,History",6.6,50155.0,Warner Bros,2018.0,64,"Jan 19, 2018","$35,000,000",45819713,71118378
2114,,Underworld 3: Rise of the Lycans,,,,,,,,,65,"Jan 23, 2009","$35,000,000",45802315,89102315
2115,,Must Love Dogs,,,,,,,,,66,"Jul 29, 2005","$35,000,000",43894863,58405313
2116,,License to Wed,,,,,,,,,67,"Jul 3, 2007","$35,000,000",43799818,70187088
2117,,Donnie Brasco,,,,,,,,,68,"Feb 28, 1997","$35,000,000",41954997,65303052
2118,,Max Payne,,,,,,,,,69,"Oct 17, 2008","$35,000,000",40689393,87775050
2119,,Resident Evil,,,,,,,,,70,"Mar 15, 2002","$35,000,000",40119709,103787401
2120,,The Ladykillers,,,,,,,,,71,"Mar 26, 2004","$35,000,000",39692139,77392139
2121,tt0491152,Something Borrowed,Something Borrowed,2011.0,112.0,"Comedy,Drama,Romance",5.9,54314.0,Warner Bros,2011.0,72,"May 6, 2011","$35,000,000",39046489,65084116
2122,,The Nativity Story,,,,,,,,,73,"Dec 1, 2006","$35,000,000",37629831,46309644
2123,tt1637688,In Time,In Time,2011.0,109.0,"Action,Crime,Drama",6.7,346077.0,Fox,2011.0,74,"Oct 28, 2011","$35,000,000",37553932,165103952
2124,tt1212436,The Back-up Plan,The Back-up Plan,2010.0,104.0,"Comedy,Romance",5.4,46128.0,,,75,"Apr 23, 2010","$35,000,000",37490007,75281179
2125,tt1616195,J. Edgar,J. Edgar,2011.0,137.0,"Biography,Crime,Drama",6.6,115925.0,Warner Bros,2011.0,76,"Nov 9, 2011","$35,000,000",37306030,84606030
2126,,Bounce,,,,,,,,,77,"Nov 17, 2000","$35,000,000",36805288,53425292
2127,tt4560436,Mile 22,Mile 22,2018.0,94.0,"Action,Adventure,Thriller",6.1,47862.0,STX,2018.0,78,"Aug 17, 2018","$35,000,000",36108758,66295121
2128,tt2967224,Hot Pursuit,Hot Pursuit,2015.0,87.0,"Action,Comedy,Crime",5.1,44723.0,Warner Bros,2015.0,79,"May 8, 2015","$35,000,000",34580201,45671512
2129,tt2296697,Concussion,Concussion,2013.0,96.0,Drama,5.7,3813.0,,,80,"Dec 25, 2015","$35,000,000",34531832,50363790
2132,tt1615160,The Foreigner,The Foreigner,2017.0,113.0,"Action,Thriller",7.0,81288.0,STX,2017.0,81,"Oct 13, 2017","$35,000,000",34393507,140783360
2135,tt3667264,Closer,Closer,2015.0,87.0,Drama,5.7,172.0,,,82,"Dec 3, 2004","$35,000,000",33987757,116177695
2136,,Street Fighter,,,,,,,,,83,"Dec 23, 1994","$35,000,000",33423000,99423000
2137,,Black Knight,,,,,,,,,84,"Nov 21, 2001","$35,000,000",33422806,33422806
2138,,The Bad News Bears,,,,,,,,,85,"Jul 22, 2005","$35,000,000",32868349,33500620
2139,,The Pianist,,,,,,,,,86,"Dec 27, 2002","$35,000,000",32519322,111854182
2140,,House of Wax,,,,,,,,,87,"May 6, 2005","$35,000,000",32064800,70064800
2142,,From Hell,,,,,,,,,88,"Oct 19, 2001","$35,000,000",31598308,68712365
2143,tt2168766,Adrift,Adrift,2015.0,,Drama,,,STX,2018.0,89,"Jun 1, 2018","$35,000,000",31445011,57897191
2147,tt4946644,Mirrors,Mirrors,2013.0,,Documentary,,,,,90,"Aug 15, 2008","$35,000,000",30691439,77220596
2149,tt3717252,Underworld: Blood Wars,Underworld: Blood Wars,2016.0,91.0,"Action,Adventure,Fantasy",5.8,62942.0,SGem,2017.0,91,"Jan 6, 2017","$35,000,000",30353973,81209222
2150,,Queen of the Damned,,,,,,,,,92,"Feb 22, 2002","$35,000,000",30307804,30307804
2151,,Nanny McPhee and the Big Bang,,,,,,,,,93,"Aug 20, 2010","$35,000,000",29197642,97799865
2152,,Untraceable,,,,,,,,,94,"Jan 25, 2008","$35,000,000",28687835,52649951
2153,,Predator 2,,,,,,,,,95,"Nov 21, 1990","$35,000,000",28317513,54768418
2154,tt1600195,Abduction,Abduction,2011.0,106.0,"Action,Mystery,Thriller",5.1,72552.0,LGF,2011.0,96,"Sep 23, 2011","$35,000,000",28087155,86648359
2159,,Flash Gordon,,,,,,,,,97,"Dec 5, 1980","$35,000,000",27107960,27107960
2160,,Superhero Movie,,,,,,,,,98,"Mar 28, 2008","$35,000,000",26638520,73026302
2161,,Blast from the Past,,,,,,,,,99,"Feb 12, 1999","$35,000,000",26613620,26613620
2162,tt1712170,Alex Cross,Alex Cross,2012.0,101.0,"Action,Crime,Mystery",5.1,30951.0,LG/S,2012.0,100,"Oct 19, 2012","$35,000,000",25888412,35426759
2163,,Jersey Girl,,,,,,,,,1,"Mar 26, 2004","$35,000,000",25266129,37066129
2164,,Midnight in the Garden of Good and Evil,,,,,,,,,2,"Nov 21, 1997","$35,000,000",25078937,25078937
2165,,Bridget Jonesâs Baby,,,,,,,,,3,"Sep 16, 2016","$35,000,000",24139805,205822688
2166,tt3276924,Heist,Heist,2015.0,93.0,"Action,Crime,Thriller",6.1,24740.0,,,4,"Nov 9, 2001","$35,000,000",23483357,28906817
2172,,Hoffa,,,,,,,,,5,"Dec 25, 1992","$35,000,000",23365858,28391473
2173,tt3553442,Whiskey Tango Foxtrot,Whiskey Tango Foxtrot,2016.0,112.0,"Biography,Comedy,Drama",6.6,46265.0,Paramount,2016.0,6,"Mar 4, 2016","$35,000,000",23083334,25350747
2174,,Ella Enchanted,,,,,,,,,7,"Apr 9, 2004","$35,000,000",22913677,22913677
2175,tt2679042,Hitman: Agent 47,Hitman: Agent 47,2015.0,96.0,"Action,Adventure,Crime",5.7,80510.0,Fox,2015.0,8,"Aug 21, 2015","$35,000,000",22467450,82182803
2176,,The X-Files: I Want to Believe,,,,,,,,,9,"Jul 25, 2008","$35,000,000",20982478,68170792
2177,tt1547234,Premium Rush,Premium Rush,2012.0,91.0,"Action,Crime,Thriller",6.5,105279.0,Sony,2012.0,10,"Aug 24, 2012","$35,000,000",20275446,31393201
2178,tt1235522,Broken City,Broken City,2013.0,109.0,"Crime,Drama,Thriller",6.2,71704.0,Fox,2013.0,11,"Jan 18, 2013","$35,000,000",19701164,34480045
2179,,Valiant,,,,,,,,,12,"Aug 19, 2005","$35,000,000",19478106,64188387
2180,tt9095294,Wonder Boys,Wonder Boys,2018.0,144.0,"Crime,Thriller",,,,,13,"Feb 23, 2000","$35,000,000",19389454,33422485
2181,tt3705608,Cursed,Wyklety,2017.0,112.0,"Drama,War",6.2,376.0,,,14,"Feb 25, 2005","$35,000,000",19294901,25114901
2183,,Walk Hard: The Dewey Cox Story,,,,,,,,,15,"Dec 21, 2007","$35,000,000",18317151,20606053
2184,,The Four Feathers,,,,,,,,,16,"Sep 20, 2002","$35,000,000",18306166,29882645
2185,tt0492389,Furry Vengeance,Furry Vengeance,2010.0,92.0,"Comedy,Family",3.8,14700.0,Sum.,2010.0,17,"Apr 30, 2010","$35,000,000",17630465,39340177
2186,tt1904996,Parker,Parker,2013.0,118.0,"Action,Crime,Thriller",6.2,105529.0,FD,2013.0,18,"Jan 25, 2013","$35,000,000",17616641,48543388
2187,,Wimbledon,,,,,,,,,19,"Sep 17, 2004","$35,000,000",16862585,41666476
2188,tt1438173,Bait,Bait,2012.0,93.0,"Action,Adventure,Drama",5.2,14627.0,,,20,"Sep 15, 2000","$35,000,000",15325127,15471969
2194,,Dungeons and Dragons,,,,,,,,,21,"Dec 8, 2000","$35,000,000",15185241,33771965
2195,,Lions for Lambs,,,,,,,,,22,"Nov 9, 2007","$35,000,000",14998070,63211088
2196,,Flight of the Intruder,,,,,,,,,23,"Jan 18, 1991","$35,000,000",14471440,14471440
2197,tt0478304,The Tree of Life,The Tree of Life,2011.0,139.0,"Drama,Fantasy",6.8,156266.0,FoxS,2011.0,24,"May 27, 2011","$35,000,000",13305665,61721826
2199,,American Outlaws,,,,,,,,,25,"Aug 17, 2001","$35,000,000",13264986,13601109
2200,tt3763866,Zoom,Zoom,2015.0,96.0,"Animation,Comedy,Drama",6.1,2323.0,,,26,"Aug 11, 2006","$35,000,000",11989328,12506188
2204,,The Shipping News,,,,,,,,,27,"Dec 25, 2001","$35,000,000",11405825,24405825
2205,,The Young Victoria,,,,,,,,,28,"Dec 18, 2009","$35,000,000",11001272,31878891
2206,tt1742334,Sabotage,Sabotage,2014.0,109.0,"Action,Crime,Drama",5.7,55597.0,,,29,"Mar 28, 2014","$35,000,000",10508518,18376443
2207,,Knock Off,,,,,,,,,30,"Sep 4, 1998","$35,000,000",10319915,10319915
2208,,Whiteout,,,,,,,,,31,"Sep 11, 2009","$35,000,000",10275638,12254746
2209,tt2126400,Unfinished Business,Unfinished Business,2011.0,107.0,"Drama,Family",,,Fox,2015.0,32,"Mar 6, 2015","$35,000,000",10219501,13214051
2216,tt2159988,The Walk,The Walk,2015.0,89.0,"Crime,Thriller",6.8,126.0,TriS,2015.0,33,"Sep 30, 2015","$35,000,000",10161183,61492104
2218,,The Fountain,,,,,,,,,34,"Nov 22, 2006","$35,000,000",10144010,15461638
2219,tt2304771,Mandela: Long Walk to Freedom,Mandela: Long Walk to Freedom,2013.0,141.0,"Biography,Drama,History",7.1,25027.0,Wein.,2013.0,35,"Nov 29, 2013","$35,000,000",8323085,29890402
2220,,Punisher: War Zone,,,,,,,,,36,"Dec 5, 2008","$35,000,000",8050977,10157534
2221,,The Order,,,,,,,,,37,"Sep 5, 2003","$35,000,000",7659747,11559747
2222,,A Good Year,,,,,,,,,38,"Nov 10, 2006","$35,000,000",7459300,42064105
2223,tt3381008,The Brothers Grimsby,Grimsby,2016.0,83.0,"Action,Adventure,Comedy",6.2,82123.0,Sony,2016.0,39,"Mar 11, 2016","$35,000,000",6864016,28720470
2224,tt1758810,The Snowman,The Snowman,2017.0,119.0,"Crime,Drama,Mystery",5.1,47890.0,Universal,2017.0,40,"Oct 20, 2017","$35,000,000",6670765,43226146
2225,,Femme Fatale,,,,,,,,,41,"Nov 6, 2002","$35,000,000",6630252,16830252
2226,,Warriors of Virtue,,,,,,,,,42,"May 2, 1997","$35,000,000",6448817,6448817
2227,,Luther,,,,,,,,,43,"Sep 26, 2003","$35,000,000",5781086,32717063
2228,tt1164999,Biutiful,Biutiful,2010.0,148.0,"Drama,Romance",7.5,80382.0,RAtt.,2011.0,44,"Jan 28, 2011","$35,000,000",5101237,24687524
2229,,Radio Flyer,,,,,,,,,45,"Feb 21, 1992","$35,000,000",4651977,4651977
2230,,Bound by Honor,,,,,,,,,46,"Apr 16, 1993","$35,000,000",4496583,4496583
2231,tt2980210,A Hologram for the King,A Hologram for the King,2016.0,98.0,"Comedy,Drama,Romance",6.1,36062.0,RAtt.,2016.0,47,"Apr 22, 2016","$35,000,000",4212494,11846010
2232,,Smilla's Sense of Snow,,,,,,,,,48,"Feb 28, 1997","$35,000,000",2221994,2221994
2233,tt1540128,Playing for Keeps,Playing for Keeps,2012.0,105.0,"Comedy,Romance,Sport",5.7,27389.0,FD,2012.0,49,"Oct 3, 1986","$35,000,000",2000000,2000000
2234,,Lion of the Desert,,,,,,,,,50,"Jan 1, 1980","$35,000,000",1500000,1500000
2235,,Le hussard sur le toit,,,,,,,,,51,"Apr 19, 1996","$35,000,000",1320043,1320043
2236,,Ride With the Devil,,,,,,,,,52,"Nov 24, 1999","$35,000,000",630779,630779
2237,tt1656186,Stolen,Stolen,2012.0,96.0,"Action,Crime,Thriller",5.5,41313.0,,,53,"Sep 14, 2012","$35,000,000",289773,17967746
2240,tt1674784,Trespass,Trespass,2011.0,91.0,"Crime,Drama,Thriller",5.3,39404.0,,,54,"Oct 14, 2011","$35,000,000",16816,786532
2242,,Bandidas,,,,,,,,,55,"Sep 22, 2006","$35,000,000",0,19282590
2243,tt1321869,The Lovers,The Lovers,2013.0,109.0,"Action,Adventure,Romance",4.6,2867.0,,,56,"Mar 13, 2015","$35,000,000",0,53899
2245,,Black Water Transit,,,,,,,,,57,"Dec 31, 2008","$35,000,000",0,0
2246,tt1093357,The Darkest Hour,The Darkest Hour,2011.0,89.0,"Action,Adventure,Horror",4.9,55071.0,Sum.,2011.0,58,"Dec 25, 2011","$34,800,000",21443494,62831715
2248,tt3890160,Baby Driver,Baby Driver,2017.0,113.0,"Action,Crime,Drama",7.6,363977.0,TriS,2017.0,59,"Jun 28, 2017","$34,000,000",107825862,228104185
2249,tt1790864,The Maze Runner,The Maze Runner,2014.0,113.0,"Action,Mystery,Sci-Fi",6.8,387038.0,Fox,2014.0,60,"Sep 19, 2014","$34,000,000",102427862,348319861
2250,tt2726560,The Longest Ride,The Longest Ride,2015.0,123.0,"Drama,Romance",7.1,70327.0,Fox,2015.0,61,"Apr 10, 2015","$34,000,000",37446117,63802928
2251,tt5004902,The Age of Innocence,Chun zhen nian dai,2015.0,95.0,Drama,,,,,62,"Sep 17, 1993","$34,000,000",32014993,32014993
2252,,Gake no ue no Ponyo,,,,,,,,,63,"Aug 14, 2009","$34,000,000",15090399,205312666
2253,tt4073790,The Darkest Minds,The Darkest Minds,2018.0,104.0,"Action,Adventure,Drama",5.7,21340.0,Fox,2018.0,64,"Aug 3, 2018","$34,000,000",12695691,38361428
2254,,Chill Factor,,,,,,,,,65,"Sep 1, 1999","$34,000,000",11263966,11263966
2255,,The Astronaut's Wife,,,,,,,,,66,"Aug 27, 1999","$34,000,000",10672566,10672566
2256,,I Dreamed of Africa,,,,,,,,,67,"May 5, 2000","$34,000,000",6543194,14291999
2257,tt3148834,Thunder and the House of Magic,The House of Magic,2013.0,85.0,"Adventure,Animation,Comedy",6.3,5626.0,,,68,"Sep 5, 2014","$34,000,000",4091,62582520
2258,,Reds,,,,,,,,,69,"Dec 4, 1981","$33,500,000",50000000,50000000
2259,,A Few Good Men,,,,,,,,,70,"Dec 11, 1992","$33,000,000",141340178,236500000
2260,,Big Momma's House,,,,,,,,,71,"Jun 2, 2000","$33,000,000",117559438,173559438
2261,tt4706692,Exit Wounds,Exit Wounds,2015.0,11.0,"Documentary,Drama,War",,,,,72,"Mar 16, 2001","$33,000,000",51758599,79958599
2262,tt2823054,Mike and Dave Need Wedding Dates,Mike and Dave Need Wedding Dates,2016.0,98.0,"Adventure,Comedy,Romance",6.0,74849.0,Fox,2016.0,73,"Jul 8, 2016","$33,000,000",46009673,75898100
2263,tt1800741,Step Up Revolution,Step Up Revolution,2012.0,99.0,"Drama,Music,Romance",6.5,51295.0,LG/S,2012.0,74,"Jul 27, 2012","$33,000,000",35074677,165552290
2264,,Snakes on a Plane,,,,,,,,,75,"Aug 18, 2006","$33,000,000",34020814,62020814
2265,,The Punisher,,,,,,,,,76,"Apr 16, 2004","$33,000,000",33664370,54533774
2266,tt3252624,The Watcher,The Watcher,2010.0,75.0,Drama,,,,,77,"Sep 8, 2000","$33,000,000",28946615,47267829
2270,tt1656190,Safe,Safe,2012.0,94.0,"Action,Crime,Thriller",6.5,96388.0,,,78,"Apr 27, 2012","$33,000,000",17142080,41495213
2272,tt2805976,Doomsday,Doomsday,2015.0,95.0,"Action,Sci-Fi",3.8,146.0,,,79,"Mar 14, 2008","$33,000,000",11008770,21621188
2273,,Pushing Tin,,,,,,,,,80,"Apr 23, 1999","$33,000,000",8408835,8408835
2274,,Goal! The Dream Begins,,,,,,,,,81,"May 12, 2006","$33,000,000",4283255,27610873
2275,tt1981107,The Young and Prodigious T.S. Spivet,The Young and Prodigious T.S. Spivet,2013.0,105.0,"Action,Adventure,Comedy",7.1,15372.0,,,82,"Jul 31, 2015","$33,000,000",176847,357687
