,tconst,title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,studio,year,id,release_date,production_budget,domestic_gross,worldwide_gross
0,tt1775309,Avatar,Abatâ,2011.0,93.0,Horror,6.1,43.0,,,1,"Dec 18, 2009","$425,000,000",760507625,2776345279
1,tt1298650,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,2011.0,136.0,"Action,Adventure,Fantasy",6.6,447624.0,Disney,2011.0,2,"May 20, 2011","$410,600,000",241063875,1045663875
2,tt6565702,Dark Phoenix,Dark Phoenix,2019.0,113.0,"Action,Adventure,Sci-Fi",6.0,24451.0,,,3,"Jun 7, 2019","$350,000,000",42762350,149762350
3,tt2395427,Avengers: Age of Ultron,Avengers: Age of Ultron,2015.0,141.0,"Action,Adventure,Sci-Fi",7.3,665594.0,Disney,2015.0,4,"May 1, 2015","$330,600,000",459005868,1403013963
4,,Star Wars Ep. VIII: The Last Jedi,,,,,,,,,5,"Dec 15, 2017","$317,000,000",620181382,1316721747
5,,Star Wars Ep. VII: The Force Awakens,,,,,,,,,6,"Dec 18, 2015","$306,000,000",936662225,2053311220
6,tt4154756,Avengers: Infinity War,Avengers: Infinity War,2018.0,149.0,"Action,Adventure,Sci-Fi",8.5,670926.0,Disney,2018.0,7,"Apr 27, 2018","$300,000,000",678815482,2048134200
7,,Pirates of the Caribbean: At Worldâs End,,,,,,,,,8,"May 24, 2007","$300,000,000",309420425,963420425
8,tt0974015,Justice League,Justice League,2017.0,120.0,"Action,Adventure,Fantasy",6.5,329135.0,Warner Bros,2017.0,9,"Nov 17, 2017","$300,000,000",229024295,655945209
9,tt2379713,Spectre,Spectre,2015.0,148.0,"Action,Adventure,Thriller",6.8,352504.0,Sony,2015.0,10,"Nov 6, 2015","$300,000,000",200074175,879620923
10,tt1345836,The Dark Knight Rises,The Dark Knight Rises,2012.0,164.0,"Action,Thriller",8.4,1387769.0,Warner Bros,2012.0,11,"Jul 20, 2012","$275,000,000",448139099,1084439099
11,tt3778644,Solo: A Star Wars Story,Solo: A Star Wars Story,2018.0,135.0,"Action,Adventure,Fantasy",7.0,226243.0,Disney,2018.0,12,"May 25, 2018","$275,000,000",213767512,393151347
12,tt1210819,The Lone Ranger,The Lone Ranger,2013.0,150.0,"Action,Adventure,Western",6.4,208827.0,Disney,2013.0,13,"Jul 2, 2013","$275,000,000",89302115,260002115
13,tt0401729,John Carter,John Carter,2012.0,132.0,"Action,Adventure,Sci-Fi",6.6,241792.0,Disney,2012.0,14,"Mar 9, 2012","$275,000,000",73058679,282778100
14,tt0398286,Tangled,Tangled,2010.0,100.0,"Adventure,Animation,Comedy",7.8,366366.0,Disney,2010.0,15,"Nov 24, 2010","$260,000,000",200821936,586477240
15,,Spider-Man 3,,,,,,,,,16,"May 4, 2007","$258,000,000",336530303,894860230
16,tt3498820,Captain America: Civil War,Captain America: Civil War,2016.0,147.0,"Action,Adventure,Sci-Fi",7.8,583507.0,Disney,2016.0,17,"May 6, 2016","$250,000,000",408084349,1140069413
17,tt2975590,Batman v Superman: Dawn of Justice,Batman v Superman: Dawn of Justice,2016.0,151.0,"Action,Adventure,Fantasy",6.5,576909.0,Warner Bros,2016.0,18,"Mar 25, 2016","$250,000,000",330360194,867500281
18,tt0903624,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,2012.0,169.0,"Adventure,Family,Fantasy",7.9,719629.0,Warner Bros,2012.0,19,"Dec 14, 2012","$250,000,000",303003568,1017003568
19,,Harry Potter and the Half-Blood Prince,,,,,,,,,20,"Jul 15, 2009","$250,000,000",302089278,935213767
20,tt1170358,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,2013.0,161.0,"Adventure,Fantasy",7.8,565563.0,Warner Bros,2013.0,21,"Dec 13, 2013","$250,000,000",258366855,960366855
21,tt2310332,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,2014.0,144.0,"Adventure,Fantasy",7.4,438621.0,Warner Bros,2014.0,22,"Dec 17, 2014","$250,000,000",255119788,945577621
22,tt4630562,The Fate of the Furious,The Fate of the Furious,2017.0,136.0,"Action,Crime,Thriller",6.7,179774.0,Universal,2017.0,23,"Apr 14, 2017","$250,000,000",225764765,1234846267
23,,Superman Returns,,,,,,,,,24,"Jun 28, 2006","$232,000,000",200120000,374085065
24,tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,Pirates of the Caribbean: Dead Men Tell No Tales,2017.0,129.0,"Action,Adventure,Fantasy",6.6,228592.0,Disney,2017.0,25,"May 26, 2017","$230,000,000",172558876,788241137
25,,Quantum of Solace,,,,,,,,,26,"Nov 14, 2008","$230,000,000",169368427,591692078
26,tt0848228,The Avengers,The Avengers,2012.0,143.0,"Action,Adventure,Sci-Fi",8.1,1183655.0,,,27,"May 4, 2012","$225,000,000",623279547,1517935897
28,,Pirates of the Caribbean: Dead Manâs Chest,,,,,,,,,28,"Jul 7, 2006","$225,000,000",423315812,1066215812
29,tt0770828,Man of Steel,Man of Steel,2013.0,143.0,"Action,Adventure,Sci-Fi",7.1,647288.0,Warner Bros,2013.0,29,"Jun 14, 2013","$225,000,000",291045518,667999518
30,,The Chronicles of Narnia: Prince Caspian,,,,,,,,,30,"May 16, 2008","$225,000,000",141621490,417341288
31,tt0948470,The Amazing Spider-Man,The Amazing Spider-Man,2012.0,136.0,"Action,Adventure,Sci-Fi",7.0,525632.0,Sony,2012.0,31,"Jul 3, 2012","$220,000,000",262030663,757890267
32,tt1440129,Battleship,Battleship,2012.0,131.0,"Action,Adventure,Sci-Fi",5.8,225342.0,Universal,2012.0,32,"May 18, 2012","$220,000,000",65233400,313477717
33,tt3371366,Transformers: The Last Knight,Transformers: The Last Knight,2017.0,154.0,"Action,Adventure,Sci-Fi",5.2,119007.0,Paramount,2017.0,33,"Jun 21, 2017","$217,000,000",130168683,602893340
34,tt0369610,Jurassic World,Jurassic World,2015.0,124.0,"Action,Adventure,Sci-Fi",7.0,539338.0,Universal,2015.0,34,"Jun 12, 2015","$215,000,000",652270625,1648854864
35,tt1409024,Men in Black 3,Men in Black 3,2012.0,106.0,"Action,Adventure,Comedy",6.8,309879.0,,,35,"May 25, 2012","$215,000,000",179020854,654213485
36,,Transformers: Revenge of the Fallen,,,,,,,,,36,"Jun 24, 2009","$210,000,000",402111870,836519699
37,tt2109248,Transformers: Age of Extinction,Transformers: Age of Extinction,2014.0,165.0,"Action,Adventure,Sci-Fi",5.7,283486.0,Paramount,2014.0,37,"Jun 27, 2014","$210,000,000",245439076,1104039076
38,,X-Men: The Last Stand,,,,,,,,,38,"May 26, 2006","$210,000,000",234362462,459260946
39,tt0955308,Robin Hood,Robin Hood,2010.0,140.0,"Action,Adventure,Drama",6.6,239480.0,Universal,2010.0,39,"May 14, 2010","$210,000,000",105487148,322459006
49,tt7733440,King Kong,King Kong,2018.0,,"Action,Adventure",,,,,40,"Dec 14, 2005","$207,000,000",218080025,550517357
52,,The Golden Compass,,,,,,,,,41,"Dec 7, 2007","$205,000,000",70107728,367262558
53,tt1825683,Black Panther,Black Panther,2018.0,134.0,"Action,Adventure,Sci-Fi",7.3,516148.0,Disney,2018.0,42,"Feb 16, 2018","$200,000,000",700059566,1348258224
54,tt2495766,Titanic,Titanic,2012.0,,Adventure,6.2,20.0,,,43,"Dec 19, 1997","$200,000,000",659363944,2208208395
56,tt3606756,Incredibles 2,Incredibles 2,2018.0,118.0,"Action,Adventure,Animation",7.7,203510.0,Disney,2018.0,44,"Jun 15, 2018","$200,000,000",608581744,1242520711
57,tt3748528,Rogue One: A Star Wars Story,Rogue One,2016.0,133.0,"Action,Adventure,Sci-Fi",7.8,478592.0,Disney,2016.0,45,"Dec 16, 2016","$200,000,000",532177324,1049102856
58,tt2277860,Finding Dory,Finding Dory,2016.0,97.0,"Adventure,Animation,Comedy",7.3,213542.0,Disney,2016.0,46,"Jun 17, 2016","$200,000,000",486295561,1021215193
59,tt0435761,Toy Story 3,Toy Story 3,2010.0,103.0,"Adventure,Animation,Comedy",8.3,682218.0,Disney,2010.0,47,"Jun 18, 2010","$200,000,000",415004880,1068879522
60,tt1300854,Iron Man 3,Iron Man Three,2013.0,130.0,"Action,Adventure,Sci-Fi",7.2,692794.0,Disney,2013.0,48,"May 3, 2013","$200,000,000",408992272,1215392272
61,,Guardians of the Galaxy Vol 2,,,,,,,,,49,"May 5, 2017","$200,000,000",389813101,862316233
62,,Spider-Man 2,,,,,,,,,50,"Jun 30, 2004","$200,000,000",373524485,795110670
63,tt1014759,Alice in Wonderland,Alice in Wonderland,2010.0,108.0,"Adventure,Family,Fantasy",6.5,358813.0,,,51,"Mar 5, 2010","$200,000,000",334191110,1025491110
69,tt1074638,Skyfall,Skyfall,2012.0,143.0,"Action,Adventure,Thriller",7.8,592221.0,Sony,2012.0,52,"Nov 8, 2012","$200,000,000",304360277,1110526981
70,tt1453405,Monsters University,Monsters University,2013.0,104.0,"Adventure,Animation,Comedy",7.3,291887.0,Disney,2013.0,53,"Jun 21, 2013","$200,000,000",268488329,743588329
71,tt1623205,Oz the Great and Powerful,Oz the Great and Powerful,2013.0,130.0,"Adventure,Family,Fantasy",6.3,192045.0,,,54,"Mar 8, 2013","$200,000,000",234770996,490359051
72,tt1877832,X-Men: Days of Future Past,X-Men: Days of Future Past,2014.0,132.0,"Action,Adventure,Sci-Fi",8.0,620079.0,Fox,2014.0,55,"May 23, 2014","$200,000,000",233921534,747862775
73,tt1872181,The Amazing Spider-Man 2,The Amazing Spider-Man 2,2014.0,142.0,"Action,Adventure,Sci-Fi",6.6,388363.0,Sony,2014.0,56,"May 2, 2014","$200,000,000",202853933,708996336
74,tt1216475,Cars 2,Cars 2,2011.0,106.0,"Adventure,Animation,Comedy",6.2,138914.0,Disney,2011.0,57,"Jun 24, 2011","$200,000,000",191450875,560155383
75,,Tron: Legacy,,,,,,,,,58,"Dec 17, 2010","$200,000,000",172062763,400062763
76,,2012,,,,,,,,,59,"Nov 13, 2009","$200,000,000",166112167,757677748
77,tt4123430,Fantastic Beasts: The Crimes of Grindelwald,Fantastic Beasts: The Crimes of Grindelwald,2018.0,134.0,"Adventure,Family,Fantasy",6.6,163151.0,Warner Bros,2018.0,60,"Nov 16, 2018","$200,000,000",159555901,652220086
78,,Terminator Salvation,,,,,,,,,61,"May 21, 2009","$200,000,000",125322469,365491792
79,tt1133985,Green Lantern,Green Lantern,2011.0,114.0,"Action,Adventure,Sci-Fi",5.5,252281.0,Warner Bros,2011.0,62,"Jun 17, 2011","$200,000,000",116601172,219535492
80,,Prince of Persia: Sands of Time,,,,,,,,,63,"May 28, 2010","$200,000,000",90759676,336359676
81,tt1399103,Transformers: Dark of the Moon,Transformers: Dark of the Moon,2011.0,154.0,"Action,Adventure,Sci-Fi",6.2,366409.0,DreamWorks,2011.0,64,"Jun 29, 2011","$195,000,000",352390543,1123790543
82,tt2345759,The Mummy,The Mummy,2017.0,110.0,"Action,Adventure,Fantasy",5.5,154345.0,,,65,"Jun 9, 2017","$195,000,000",80101125,409953905
84,tt1351685,Jack the Giant Slayer,Jack the Giant Slayer,2013.0,114.0,"Adventure,Fantasy",6.3,123127.0,Warner Bros,2013.0,66,"Mar 1, 2013","$195,000,000",65187603,197687603
85,tt2820852,Furious 7,Furious Seven,2015.0,137.0,"Action,Crime,Thriller",7.2,335074.0,Universal,2015.0,67,"Apr 3, 2015","$190,000,000",353007020,1518722794
86,tt1408101,Star Trek Into Darkness,Star Trek Into Darkness,2013.0,132.0,"Action,Adventure,Sci-Fi",7.7,445535.0,Paramount,2013.0,68,"May 16, 2013","$190,000,000",228778661,467381584
87,tt0816711,World War Z,World War Z,2013.0,116.0,"Action,Adventure,Horror",7.0,553751.0,Paramount,2013.0,69,"Jun 21, 2013","$190,000,000",202359711,531514650
88,tt1343092,The Great Gatsby,The Great Gatsby,2013.0,143.0,"Drama,Romance",7.3,433165.0,,,70,"May 10, 2013","$190,000,000",144840419,351040419
90,,Disneyâs A Christmas Carol,,,,,,,,,71,"Nov 6, 2009","$190,000,000",137855863,315709697
91,tt1663662,Pacific Rim,Pacific Rim,2013.0,131.0,"Action,Adventure,Sci-Fi",6.9,443667.0,Warner Bros,2013.0,72,"Jul 12, 2013","$190,000,000",101802906,411002906
92,tt1979388,The Good Dinosaur,The Good Dinosaur,2015.0,93.0,"Adventure,Animation,Comedy",6.7,91465.0,Disney,2015.0,73,"Nov 25, 2015","$187,500,000",123087120,333771037
93,tt3375556,Iron Man,Adam Ahani,2013.0,84.0,"Comedy,Drama,Family",5.6,14.0,,,74,"May 2, 2008","$186,000,000",318604126,585171547
94,,The Dark Knight,,,,,,,,,75,"Jul 18, 2008","$185,000,000",533720947,1001996207
95,,Indiana Jones and the Kingdom of the Crystal Skull,,,,,,,,,76,"May 22, 2008","$185,000,000",317101119,786635413
96,tt1217209,Brave,Brave,2012.0,93.0,"Adventure,Animation,Comedy",7.1,338728.0,Disney,2012.0,77,"Jun 22, 2012","$185,000,000",237282182,554606532
98,tt3731562,Kong: Skull Island,Kong: Skull Island,2017.0,118.0,"Action,Adventure,Fantasy",6.6,237720.0,Warner Bros,2017.0,78,"Mar 10, 2017","$185,000,000",168052812,561072059
99,tt2660888,Star Trek Beyond,Star Trek Beyond,2016.0,122.0,"Action,Adventure,Sci-Fi",7.1,209844.0,Paramount,2016.0,79,"Jul 22, 2016","$185,000,000",158848340,335802233
100,tt1856101,Blade Runner 2049,Blade Runner 2049,2017.0,164.0,"Drama,Mystery,Sci-Fi",8.0,376241.0,Warner Bros,2017.0,80,"Oct 6, 2017","$185,000,000",92054159,259357408
101,tt6139732,Aladdin,Aladdin,2019.0,128.0,"Adventure,Comedy,Family",7.4,57549.0,,,81,"May 24, 2019","$182,000,000",246734314,619234314
105,tt3501632,Thor: Ragnarok,Thor: Ragnarok,2017.0,130.0,"Action,Adventure,Comedy",7.9,482995.0,Disney,2017.0,82,"Nov 3, 2017","$180,000,000",315058289,846980024
106,,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",,,,,,,,,83,"Dec 9, 2005","$180,000,000",291710957,720539572
107,tt1587310,Maleficent,Maleficent,2014.0,97.0,"Action,Adventure,Family",7.0,305832.0,Disney,2014.0,84,"May 30, 2014","$180,000,000",241407328,758536735
108,tt3183660,Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them,2016.0,132.0,"Adventure,Family,Fantasy",7.3,365353.0,,,85,"Nov 18, 2016","$180,000,000",234037575,802402853
109,,WALL-E,,,,,,,,,86,"Jun 27, 2008","$180,000,000",223808164,532508025
110,,Rush Hour 3,,,,,,,,,87,"Aug 10, 2007","$180,000,000",140125968,256585882
111,tt0918940,The Legend of Tarzan,The Legend of Tarzan,2016.0,110.0,"Action,Adventure,Drama",6.3,150154.0,Warner Bros,2016.0,88,"Jul 1, 2016","$180,000,000",126643061,348902025
112,tt0970179,Hugo,Hugo,2011.0,126.0,"Adventure,Drama,Family",7.5,284869.0,Paramount,2011.0,89,"Nov 23, 2011","$180,000,000",73864507,180047784
114,tt2239822,Valerian and the City of a Thousand Planets,Valerian and the City of a Thousand Planets,2017.0,137.0,"Action,Adventure,Fantasy",6.5,139792.0,STX,2017.0,90,"Jul 21, 2017","$180,000,000",40479370,215098356
115,tt1617661,Jupiter Ascending,Jupiter Ascending,2015.0,127.0,"Action,Adventure,Sci-Fi",5.3,166327.0,Warner Bros,2015.0,91,"Feb 6, 2015","$179,000,000",47482519,181982519
116,,Mission: ImpossibleâFallout,,,,,,,,,92,"Jul 27, 2018","$178,000,000",220159104,787456552
117,tt3385516,X-Men: Apocalypse,X-Men: Apocalypse,2016.0,144.0,"Action,Adventure,Sci-Fi",7.0,356556.0,Fox,2016.0,93,"May 27, 2016","$178,000,000",155442489,542537546
118,tt4779682,The Meg,The Meg,2018.0,113.0,"Action,Horror,Sci-Fi",5.7,114042.0,Warner Bros,2018.0,94,"Aug 10, 2018","$178,000,000",145443742,529530715
119,tt1631867,Edge of Tomorrow,Edge of Tomorrow,2014.0,113.0,"Action,Sci-Fi",7.9,546284.0,Warner Bros,2014.0,95,"Jun 6, 2014","$178,000,000",100206256,370541256
120,tt4154664,Captain Marvel,Captain Marvel,2019.0,123.0,"Action,Adventure,Sci-Fi",7.0,296225.0,,,96,"Mar 8, 2019","$175,000,000",426525952,1123061550
121,tt2226178,The Jungle Book,The Jungle Book,2014.0,64.0,Animation,7.0,59.0,,,97,"Apr 15, 2016","$175,000,000",364001123,962854547
125,tt1640486,Inside Out,Inside Out,2011.0,93.0,"Crime,Drama",4.6,1566.0,Disney,2015.0,98,"Jun 19, 2015","$175,000,000",356461711,854235992
133,tt2250912,Spider-Man: Homecoming,Spider-Man: Homecoming,2017.0,133.0,"Action,Adventure,Sci-Fi",7.5,426302.0,Sony,2017.0,99,"Jul 7, 2017","$175,000,000",334201140,880166350
134,tt1386697,Suicide Squad,Suicide Squad,2016.0,123.0,"Action,Adventure,Fantasy",6.0,533039.0,Warner Bros,2016.0,100,"Aug 5, 2016","$175,000,000",325100054,746059887
135,,Up,,,,,,,,,1,"May 29, 2009","$175,000,000",293004164,731463377
136,tt10453328,Coco,Coco,2018.0,,,,,Disney,2017.0,2,"Nov 22, 2017","$175,000,000",209726015,798008101
139,,Ralph Breaks The Internet,,,,,,,,,3,"Nov 21, 2018","$175,000,000",201091711,524283695
140,,Monsters vs. Aliens,,,,,,,,,4,"Mar 27, 2009","$175,000,000",198351526,381687380
141,tt3606752,Cars 3,Cars 3,2017.0,102.0,"Adventure,Animation,Comedy",6.8,59408.0,Disney,2017.0,5,"Jun 16, 2017","$175,000,000",152901115,383541369
142,,G.I. Joe: The Rise of Cobra,,,,,,,,,6,"Aug 7, 2009","$175,000,000",150201498,302469017
143,,Wild Wild West,,,,,,,,,7,"Jun 30, 1999","$175,000,000",113805681,221229335
144,,The Mummy: Tomb of the Dragon Emperor,,,,,,,,,8,"Aug 1, 2008","$175,000,000",102491776,405760225
145,,Evan Almighty,,,,,,,,,9,"Jun 22, 2007","$175,000,000",100289690,174131329
146,,Waterworld,,,,,,,,,10,"Jul 28, 1995","$175,000,000",88246220,264246220
147,tt1972591,King Arthur: Legend of the Sword,King Arthur: Legend of the Sword,2017.0,126.0,"Action,Adventure,Drama",6.8,169054.0,Warner Bros,2017.0,11,"May 12, 2017","$175,000,000",39175066,139630336
148,tt1335975,47 Ronin,47 Ronin,2013.0,128.0,"Action,Adventure,Drama",6.3,135754.0,Universal,2013.0,12,"Dec 25, 2013","$175,000,000",38362475,151716815
149,tt4881806,Jurassic World: Fallen Kingdom,Jurassic World: Fallen Kingdom,2018.0,128.0,"Action,Adventure,Sci-Fi",6.2,219125.0,Universal,2018.0,13,"Jun 22, 2018","$170,000,000",417719760,1305772799
150,tt2015381,Guardians of the Galaxy,Guardians of the Galaxy,2014.0,121.0,"Action,Adventure,Comedy",8.1,948394.0,Disney,2014.0,14,"Aug 1, 2014","$170,000,000",333172112,770867516
151,tt1228705,Iron Man 2,Iron Man 2,2010.0,124.0,"Action,Adventure,Sci-Fi",7.0,657690.0,Paramount,2010.0,15,"May 7, 2010","$170,000,000",312433331,621156389
152,tt1843866,Captain America: The Winter Soldier,Captain America: The Winter Soldier,2014.0,136.0,"Action,Adventure,Sci-Fi",7.8,666252.0,Disney,2014.0,16,"Apr 4, 2014","$170,000,000",259746958,714401889
153,tt2103281,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,2014.0,130.0,"Action,Adventure,Drama",7.6,390199.0,Fox,2014.0,17,"Jul 11, 2014","$170,000,000",208545589,710644566
154,,The Polar Express,,,,,,,,,18,"Nov 10, 2004","$170,000,000",187224605,311365187
155,tt1735898,Snow White and the Huntsman,Snow White and the Huntsman,2012.0,127.0,"Action,Adventure,Drama",6.1,258938.0,Universal,2012.0,19,"Jun 1, 2012","$170,000,000",155136755,401021746
156,,Terminator 3: Rise of the Machines,,,,,,,,,20,"Jul 1, 2003","$170,000,000",150358296,433058296
157,,Van Helsing,,,,,,,,,21,"May 7, 2004","$170,000,000",120150546,300150546
158,tt3861390,Dumbo,Dumbo,2019.0,112.0,"Adventure,Family,Fantasy",6.6,25072.0,,,22,"Mar 29, 2019","$170,000,000",113883318,345004422
159,tt1964418,Tomorrowland,Tomorrowland,2015.0,130.0,"Action,Adventure,Family",6.4,161343.0,Disney,2015.0,23,"May 22, 2015","$170,000,000",93436322,206627518
161,tt0437086,Alita: Battle Angel,Alita: Battle Angel,2019.0,122.0,"Action,Adventure,Sci-Fi",7.5,88207.0,,,24,"Feb 14, 2019","$170,000,000",85710210,402976036
162,tt3741700,Godzilla: King of the Monsters,Godzilla: King of the Monsters,2019.0,132.0,"Action,Adventure,Fantasy",6.7,36479.0,,,25,"May 31, 2019","$170,000,000",85576941,299276941
163,tt2567026,Alice Through the Looking Glass,Alice Through the Looking Glass,2016.0,113.0,"Adventure,Family,Fantasy",6.2,79951.0,Disney,2016.0,26,"May 27, 2016","$170,000,000",77042381,276928112
164,tt0892791,Shrek Forever After,Shrek Forever After,2010.0,93.0,"Adventure,Animation,Comedy",6.3,167532.0,DreamWorks,2010.0,27,"May 21, 2010","$165,000,000",238736787,756244673
165,tt1211837,Doctor Strange,Doctor Strange,2016.0,115.0,"Action,Adventure,Fantasy",7.5,514510.0,Disney,2016.0,28,"Nov 4, 2016","$165,000,000",232641920,676404566
166,tt2245084,Big Hero 6,Big Hero 6,2014.0,102.0,"Action,Adventure,Animation",7.8,371204.0,Disney,2014.0,29,"Nov 7, 2014","$165,000,000",222527828,652127828
167,tt0892769,How to Train Your Dragon,How to Train Your Dragon,2010.0,98.0,"Action,Adventure,Animation",8.1,611299.0,DreamWorks,2010.0,30,"Mar 26, 2010","$165,000,000",217581232,494870992
168,tt1772341,Wreck-It Ralph,Wreck-It Ralph,2012.0,101.0,"Adventure,Animation,Comedy",7.7,344496.0,Disney,2012.0,31,"Nov 2, 2012","$165,000,000",189412677,496511521
169,tt0816692,Interstellar,Interstellar,2014.0,169.0,"Adventure,Drama,Sci-Fi",8.6,1299334.0,Paramount,2014.0,32,"Nov 5, 2014","$165,000,000",188017894,666379375
170,tt1628841,Independence Day: Resurgence,Independence Day: Resurgence,2016.0,120.0,"Action,Adventure,Sci-Fi",5.2,155344.0,Fox,2016.0,33,"Jun 24, 2016","$165,000,000",103144286,384169424
171,,Cowboys and Aliens,,,,,,,,,34,"Jul 29, 2011","$163,000,000",100368560,176038324
172,tt2316801,Beauty and the Beast,La belle et la bête,2014.0,112.0,"Drama,Fantasy,Romance",6.4,18100.0,,,35,"Mar 17, 2017","$160,000,000",504014165,1259199706
178,tt1477834,Aquaman,Aquaman,2018.0,143.0,"Action,Adventure,Fantasy",7.1,263328.0,Warner Bros,2018.0,36,"Dec 21, 2018","$160,000,000",335061807,1146894640
179,,Shrek the Third,,,,,,,,,37,"May 17, 2007","$160,000,000",322719944,807330936
180,tt1375666,Inception,Inception,2010.0,148.0,"Action,Adventure,Sci-Fi",8.8,1841066.0,Warner Bros,2010.0,38,"Jul 16, 2010","$160,000,000",292576195,835524642
181,tt1951266,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 2,2015.0,137.0,"Action,Adventure,Sci-Fi",6.6,252384.0,LGF,2015.0,39,"Nov 20, 2015","$160,000,000",281723902,648986787
182,,Fast and Furious 6,,,,,,,,,40,"May 24, 2013","$160,000,000",238679850,789300444
183,tt0831387,Godzilla,Godzilla,2014.0,123.0,"Action,Adventure,Sci-Fi",6.4,350687.0,,,41,"May 16, 2014","$160,000,000",200676069,529076069
185,tt1270798,X-Men: First Class,X: First Class,2011.0,131.0,"Action,Adventure,Sci-Fi",7.7,608930.0,Fox,2011.0,42,"Jun 3, 2011","$160,000,000",146408305,355408305
186,,The Curious Case of Benjamin Button,,,,,,,,,43,"Dec 25, 2008","$160,000,000",127509326,329631958
187,tt0963966,The Sorcerer's Apprentice,The Sorcerer's Apprentice,2010.0,109.0,"Action,Adventure,Family",6.1,143862.0,Disney,2010.0,44,"Jul 14, 2010","$160,000,000",63150991,217986320
188,,Poseidon,,,,,,,,,45,"May 12, 2006","$160,000,000",60674817,181674817
189,tt0803096,Warcraft,Warcraft,2016.0,123.0,"Action,Adventure,Fantasy",6.9,225557.0,Universal,2016.0,46,"Jun 10, 2016","$160,000,000",47225655,425522281
190,tt1860357,Deepwater Horizon,Deepwater Horizon,2016.0,107.0,"Action,Drama,History",7.1,133303.0,LG/S,2016.0,47,"Sep 30, 2016","$156,000,000",61433527,122603824
191,tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010.0,113.0,"Adventure,Family,Fantasy",6.3,129663.0,Fox,2010.0,48,"Dec 10, 2010","$155,000,000",104386950,418186950
192,,Terminator: Genisys,,,,,,,Paramount,2015.0,49,"Jul 1, 2015","$155,000,000",89760956,432150894
193,tt2557478,Pacific Rim: Uprising,Pacific Rim: Uprising,2018.0,111.0,"Action,Adventure,Sci-Fi",5.6,89462.0,,,50,"Mar 23, 2018","$155,000,000",59874525,290930148
194,,Alexander,,,,,,,,,51,"Nov 24, 2004","$155,000,000",34297191,167297191
195,tt3450958,War for the Planet of the Apes,War for the Planet of the Apes,2017.0,140.0,"Action,Adventure,Drama",7.5,201943.0,Fox,2017.0,52,"Jul 14, 2017","$152,000,000",146880162,489592267
196,,Pearl Harbor,,,,,,,,,53,"May 25, 2001","$151,500,000",198539855,449239855
197,,Transformers,,,,,,,,,54,"Jul 2, 2007","$151,000,000",319246193,708272592
198,tt0451279,Wonder Woman,Wonder Woman,2017.0,141.0,"Action,Adventure,Fantasy",7.5,487527.0,Warner Bros,2017.0,55,"Jun 2, 2017","$150,000,000",412563408,821133378
201,tt1323045,Frozen,Frozen,2010.0,93.0,"Adventure,Drama,Sport",6.2,62311.0,Disney,2013.0,56,"Nov 22, 2013","$150,000,000",400738009,1272469910
204,tt2948356,Zootopia,Zootopia,2016.0,108.0,"Adventure,Animation,Comedy",8.0,383446.0,Disney,2016.0,57,"Mar 4, 2016","$150,000,000",341268248,1019429616
205,,Harry Potter and the Order of the Phoenix,,,,,,,,,58,"Jul 11, 2007","$150,000,000",292137260,943076457
206,,Harry Potter and the Goblet of Fire,,,,,,,,,59,"Nov 18, 2005","$150,000,000",290201752,897099794
207,,The Matrix Reloaded,,,,,,,,,60,"May 15, 2003","$150,000,000",281553689,738576929
208,,I am Legend,,,,,,,,,61,"Dec 14, 2007","$150,000,000",256393010,585532684
209,tt3521164,Moana,Moana,2016.0,107.0,"Adventure,Animation,Comedy",7.6,224253.0,Disney,2016.0,62,"Nov 23, 2016","$150,000,000",248757044,637517365
210,,Hancock,,,,,,,,,63,"Jul 1, 2008","$150,000,000",227946274,624234272
211,,Charlie and the Chocolate Factory,,,,,,,,,64,"Jul 15, 2005","$150,000,000",206459076,475825484
212,,Ratatouille,,,,,,,,,65,"Jun 29, 2007","$150,000,000",206445654,626549695
213,tt1981115,Thor: The Dark World,Thor: The Dark World,2013.0,112.0,"Action,Adventure,Fantasy",6.9,540996.0,Disney,2013.0,66,"Nov 8, 2013","$150,000,000",206362140,644602516
214,,Batman Begins,,,,,,,,,67,"Jun 15, 2005","$150,000,000",205343774,359142722
215,,Mission: ImpossibleâRogue Nation,,,,,,,,,68,"Jul 31, 2015","$150,000,000",195042377,688858992
216,tt5013056,Dunkirk,Dunkirk,2017.0,106.0,"Action,Drama,History",7.9,466580.0,Warner Bros,2017.0,69,"Jul 21, 2017","$150,000,000",190068280,499837368
217,tt0800369,Thor,Thor,2011.0,115.0,"Action,Adventure,Fantasy",7.0,683264.0,Paramount,2011.0,70,"May 6, 2011","$150,000,000",181030624,449326618
